wdpa_id,taxon_class,vulnerable_species,non_vulnerable_species,total_species
597,Amphibian,4,26,30
597,Bird,34,327,361
597,Mammal,5,102,107
597,Reptile,6,55,61
597,fw_fish,11,29,40
641,Amphibian,2,12,14
641,Bird,36,246,282
641,Mammal,9,65,74
641,Reptile,5,16,21
641,fw_fish,3,14,17
642,Amphibian,2,22,24
642,Bird,30,278,308
642,Mammal,8,82,90
642,Reptile,3,24,27
642,fw_fish,19,40,59
669,Amphibian,4,26,30
669,Bird,34,338,372
669,Mammal,9,117,126
669,Reptile,2,64,66
669,fw_fish,21,41,62
670,Amphibian,1,27,28
670,Bird,60,320,380
670,Mammal,11,137,148
670,Reptile,6,80,86
670,fw_fish,29,83,112
671,Amphibian,4,24,28
671,Bird,53,317,370
671,Mammal,9,136,145
671,Reptile,3,72,75
671,fw_fish,17,36,53
672,Amphibian,0,38,38
672,Bird,92,273,365
672,Mammal,15,125,140
672,Reptile,8,63,71
672,fw_fish,9,81,90
721,Amphibian,2,55,57
721,Bird,96,278,374
721,Mammal,14,131,145
721,Reptile,13,69,82
721,fw_fish,14,80,94
722,Amphibian,2,38,40
722,Bird,92,349,441
722,Mammal,11,142,153
722,Reptile,7,70,77
722,fw_fish,8,63,71
723,Amphibian,1,32,33
723,Bird,72,316,388
723,Mammal,8,128,136
723,Reptile,6,58,64
723,fw_fish,8,48,56
724,Amphibian,1,37,38
724,Bird,96,303,399
724,Mammal,12,129,141
724,Reptile,9,65,74
724,fw_fish,6,57,63
725,Amphibian,1,38,39
725,Bird,97,272,369
725,Mammal,15,113,128
725,Reptile,14,66,80
725,fw_fish,10,84,94
818,Amphibian,3,16,19
818,Bird,39,325,364
818,Mammal,6,85,91
818,Reptile,9,49,58
818,fw_fish,14,24,38
819,Amphibian,4,27,31
819,Bird,37,340,377
819,Mammal,5,109,114
819,Reptile,3,65,68
819,fw_fish,27,47,74
865,Amphibian,4,26,30
865,Bird,42,344,386
865,Mammal,5,111,116
865,Reptile,7,60,67
865,fw_fish,11,70,81
866,Amphibian,3,20,23
866,Bird,59,362,421
866,Mammal,4,85,89
866,Reptile,5,55,60
866,fw_fish,6,43,49
867,Amphibian,1,5,6
867,Bird,44,273,317
867,Mammal,5,38,43
867,Reptile,10,28,38
867,fw_fish,16,51,67
868,Amphibian,3,23,26
868,Bird,49,320,369
868,Mammal,4,82,86
868,Reptile,3,53,56
868,fw_fish,7,49,56
869,Amphibian,1,6,7
869,Bird,45,281,326
869,Mammal,4,42,46
869,Reptile,11,34,45
869,fw_fish,16,52,68
1048,Amphibian,3,20,23
1048,Bird,37,331,368
1048,Mammal,7,91,98
1048,Reptile,6,52,58
1048,fw_fish,17,31,48
1049,Amphibian,4,23,27
1049,Bird,32,303,335
1049,Mammal,5,84,89
1049,Reptile,7,51,58
1049,fw_fish,14,27,41
1250,Amphibian,0,2,2
1250,Bird,29,165,194
1250,Bird,0,3,3
1250,Bird,0,1,1
1250,Mammal,12,32,44
1250,fw_fish,0,2,2
1293,Amphibian,4,24,28
1293,Bird,50,313,363
1293,Mammal,6,112,118
1293,Reptile,3,53,56
1293,fw_fish,8,52,60
1295,Amphibian,4,60,64
1295,Bird,98,302,400
1295,Mammal,14,144,158
1295,Reptile,13,77,90
1295,fw_fish,22,84,106
1332,Amphibian,3,27,30
1332,Bird,35,334,369
1332,Mammal,5,100,105
1332,Reptile,4,56,60
1332,fw_fish,13,31,44
1543,Amphibian,0,28,28
1543,Bird,65,281,346
1543,Mammal,10,132,142
1543,Reptile,6,67,73
1543,fw_fish,11,48,59
2252,Amphibian,4,18,22
2252,Bird,36,316,352
2252,Mammal,5,92,97
2252,Reptile,5,47,52
2252,fw_fish,16,27,43
2253,Amphibian,4,26,30
2253,Bird,34,321,355
2253,Mammal,5,104,109
2253,Reptile,4,58,62
2253,fw_fish,15,31,46
2254,Amphibian,4,25,29
2254,Bird,34,320,354
2254,Mammal,5,99,104
2254,Reptile,6,51,57
2254,fw_fish,16,32,48
2288,Amphibian,4,20,24
2288,Bird,40,334,374
2288,Mammal,4,86,90
2288,Reptile,4,47,51
2288,fw_fish,11,56,67
2289,Amphibian,4,22,26
2289,Bird,53,369,422
2289,Mammal,5,88,93
2289,Reptile,4,53,57
2289,fw_fish,6,46,52
2290,Amphibian,3,21,24
2290,Bird,59,362,421
2290,Mammal,4,83,87
2290,Reptile,5,52,57
2290,fw_fish,6,43,49
2293,Amphibian,1,51,52
2293,Bird,95,269,364
2293,Mammal,15,131,146
2293,Reptile,13,67,80
2293,fw_fish,13,69,82
2321,Amphibian,1,8,9
2321,Bird,42,247,289
2321,Bird,0,4,4
2321,Mammal,11,52,63
2321,fw_fish,26,43,69
2322,Amphibian,2,17,19
2322,Bird,34,272,306
2322,Mammal,0,61,61
2322,Reptile,7,39,46
2322,fw_fish,10,34,44
2324,Amphibian,2,14,16
2324,Bird,34,243,277
2324,Mammal,2,57,59
2324,Reptile,7,30,37
2324,fw_fish,7,34,41
2325,Amphibian,4,19,23
2325,Bird,35,317,352
2325,Mammal,1,74,75
2325,Reptile,5,49,54
2325,fw_fish,21,54,75
2327,Amphibian,0,5,5
2327,Bird,35,204,239
2327,Bird,0,4,4
2327,Mammal,11,42,53
2327,fw_fish,13,26,39
2328,Amphibian,2,16,18
2328,Bird,35,269,304
2328,Mammal,4,61,65
2328,Reptile,8,38,46
2328,fw_fish,10,41,51
2329,Amphibian,2,18,20
2329,Bird,35,280,315
2329,Mammal,0,62,62
2329,Reptile,6,44,50
2329,fw_fish,12,48,60
2331,Amphibian,3,15,18
2331,Bird,38,306,344
2331,Mammal,5,81,86
2331,Reptile,9,45,54
2331,fw_fish,14,25,39
2332,Amphibian,2,13,15
2332,Bird,41,261,302
2332,Mammal,5,57,62
2332,Reptile,6,37,43
2332,fw_fish,6,52,58
2333,Amphibian,1,7,8
2333,Bird,44,242,286
2333,Mammal,8,52,60
2333,Reptile,9,32,41
2333,fw_fish,12,27,39
2339,Amphibian,4,24,28
2339,Bird,32,331,363
2339,Mammal,3,104,107
2339,Reptile,3,63,66
2339,fw_fish,21,48,69
2340,Amphibian,3,29,32
2340,Bird,44,332,376
2340,Mammal,9,120,129
2340,Reptile,8,85,93
2340,fw_fish,23,61,84
2341,Amphibian,0,24,24
2341,Bird,56,297,353
2341,Mammal,8,105,113
2341,Reptile,5,71,76
2341,fw_fish,20,66,86
2342,Amphibian,4,23,27
2342,Bird,26,312,338
2342,Mammal,3,92,95
2342,Reptile,3,55,58
2342,fw_fish,25,46,71
2344,Amphibian,4,21,25
2344,Bird,33,277,310
2344,Mammal,5,74,79
2344,Reptile,5,53,58
2344,fw_fish,26,54,80
2578,,0,0,0
2580,Amphibian,4,26,30
2580,Bird,42,344,386
2580,Mammal,5,111,116
2580,Reptile,7,60,67
2580,fw_fish,11,70,81
3213,Amphibian,4,21,25
3213,Bird,34,307,341
3213,Mammal,1,74,75
3213,Reptile,8,47,55
3213,fw_fish,13,33,46
3214,Amphibian,3,21,24
3214,Bird,56,364,420
3214,Mammal,5,80,85
3214,Reptile,3,52,55
3214,fw_fish,6,47,53
3225,Amphibian,2,13,15
3225,Bird,33,221,254
3225,Bird,0,4,4
3225,Mammal,9,56,65
3225,fw_fish,13,22,35
3226,Amphibian,3,22,25
3226,Bird,36,318,354
3226,Mammal,6,92,98
3226,Reptile,6,49,55
3226,fw_fish,9,25,34
3228,Amphibian,4,23,27
3228,Bird,34,318,352
3228,Mammal,6,97,103
3228,Reptile,6,57,63
3228,fw_fish,17,31,48
3229,Amphibian,3,20,23
3229,Bird,33,309,342
3229,Mammal,6,91,97
3229,Reptile,6,52,58
3229,fw_fish,12,27,39
3230,Amphibian,0,4,4
3230,Bird,31,156,187
3230,Mammal,10,34,44
3230,Reptile,9,19,28
3230,fw_fish,0,1,1
4488,Amphibian,3,21,24
4488,Bird,34,324,358
4488,Mammal,6,91,97
4488,Reptile,6,53,59
4488,fw_fish,11,29,40
4489,Amphibian,4,22,26
4489,Bird,30,286,316
4489,Mammal,5,86,91
4489,Reptile,4,55,59
4489,fw_fish,22,45,67
5003,Amphibian,2,55,57
5003,Bird,96,273,369
5003,Mammal,14,131,145
5003,Reptile,13,69,82
5003,fw_fish,14,80,94
5150,Amphibian,0,38,38
5150,Bird,92,273,365
5150,Mammal,15,125,140
5150,Reptile,8,63,71
5150,fw_fish,9,81,90
5151,Amphibian,0,30,30
5151,Bird,83,304,387
5151,Mammal,12,115,127
5151,Reptile,9,79,88
5151,fw_fish,12,58,70
5152,Amphibian,0,29,29
5152,Bird,66,309,375
5152,Mammal,10,117,127
5152,Reptile,8,81,89
5152,fw_fish,15,60,75
5153,Amphibian,4,22,26
5153,Bird,29,315,344
5153,Mammal,5,96,101
5153,Reptile,3,57,60
5153,fw_fish,15,27,42
5154,Amphibian,0,36,36
5154,Bird,85,274,359
5154,Mammal,12,129,141
5154,Reptile,7,63,70
5154,fw_fish,14,68,82
5155,Amphibian,0,32,32
5155,Bird,75,277,352
5155,Mammal,11,129,140
5155,Reptile,7,65,72
5155,fw_fish,11,48,59
5156,Amphibian,3,23,26
5156,Bird,38,327,365
5156,Mammal,3,87,90
5156,Reptile,5,52,57
5156,fw_fish,22,37,59
5157,Amphibian,0,23,23
5157,Bird,47,264,311
5157,Mammal,8,100,108
5157,Reptile,4,64,68
5157,fw_fish,17,51,68
5158,Amphibian,0,24,24
5158,Bird,55,279,334
5158,Mammal,8,92,100
5158,Reptile,6,68,74
5158,fw_fish,30,76,106
5159,Amphibian,0,23,23
5159,Bird,53,272,325
5159,Mammal,8,95,103
5159,Reptile,5,67,72
5159,fw_fish,30,73,103
5160,Amphibian,4,29,33
5160,Bird,53,338,391
5160,Mammal,9,130,139
5160,Reptile,5,76,81
5160,fw_fish,24,54,78
5161,Amphibian,0,24,24
5161,Bird,52,273,325
5161,Mammal,6,92,98
5161,Reptile,6,68,74
5161,fw_fish,30,73,103
5162,Amphibian,1,23,24
5162,Bird,36,267,303
5162,Mammal,8,107,115
5162,Reptile,4,64,68
5162,fw_fish,14,41,55
5164,Amphibian,2,21,23
5164,Bird,27,243,270
5164,Bird,0,7,7
5164,Mammal,11,76,87
5164,fw_fish,16,36,52
5165,Amphibian,2,18,20
5165,Bird,38,261,299
5165,Mammal,10,74,84
5165,Reptile,5,23,28
5165,fw_fish,20,38,58
5166,Amphibian,2,14,16
5166,Bird,40,298,338
5166,Mammal,7,68,75
5166,Reptile,7,31,38
5166,fw_fish,34,50,84
5168,Amphibian,3,24,27
5168,Bird,30,289,319
5168,Mammal,6,83,89
5168,Reptile,4,40,44
5168,fw_fish,28,48,76
5173,Amphibian,1,47,48
5173,Bird,98,265,363
5173,Mammal,15,115,130
5173,Reptile,14,67,81
5173,fw_fish,10,73,83
5177,Amphibian,2,24,26
5177,Bird,37,287,324
5177,Mammal,5,111,116
5177,Reptile,4,63,67
5177,fw_fish,37,75,112
5178,Amphibian,1,6,7
5178,Bird,44,287,331
5178,Mammal,5,42,47
5178,Reptile,10,30,40
5178,fw_fish,17,54,71
5179,Amphibian,0,31,31
5179,Bird,80,281,361
5179,Mammal,5,101,106
5179,Reptile,2,53,55
5179,fw_fish,13,67,80
5180,Amphibian,0,39,39
5180,Bird,81,293,374
5180,Mammal,9,120,129
5180,Reptile,2,58,60
5180,fw_fish,23,90,113
6950,Amphibian,4,18,22
6950,Bird,36,309,345
6950,Mammal,5,92,97
6950,Reptile,4,48,52
6950,fw_fish,15,26,41
6951,Amphibian,4,20,24
6951,Bird,35,303,338
6951,Mammal,3,98,101
6951,Reptile,4,51,55
6951,fw_fish,15,26,41
6952,Amphibian,4,23,27
6952,Bird,34,311,345
6952,Mammal,3,105,108
6952,Reptile,4,57,61
6952,fw_fish,15,26,41
6953,Amphibian,4,23,27
6953,Bird,36,313,349
6953,Mammal,4,108,112
6953,Reptile,4,58,62
6953,fw_fish,13,22,35
6954,Amphibian,4,25,29
6954,Bird,37,316,353
6954,Mammal,6,109,115
6954,Reptile,5,61,66
6954,fw_fish,23,50,73
6955,Amphibian,3,20,23
6955,Bird,34,296,330
6955,Mammal,7,106,113
6955,Reptile,3,59,62
6955,fw_fish,14,42,56
6956,Amphibian,2,22,24
6956,Bird,33,288,321
6956,Mammal,7,108,115
6956,Reptile,3,60,63
6956,fw_fish,14,41,55
7390,Amphibian,1,38,39
7390,Bird,92,277,369
7390,Mammal,15,114,129
7390,Reptile,12,68,80
7390,fw_fish,7,64,71
7409,Amphibian,1,44,45
7409,Bird,93,238,331
7409,Mammal,13,110,123
7409,Reptile,13,62,75
7409,fw_fish,7,60,67
7414,Amphibian,1,43,44
7414,Bird,97,326,423
7414,Mammal,14,139,153
7414,Reptile,12,73,85
7414,fw_fish,20,78,98
7417,Amphibian,0,22,22
7417,Bird,47,297,344
7417,Mammal,13,120,133
7417,Reptile,0,59,59
7417,fw_fish,12,75,87
7463,Amphibian,1,25,26
7463,Bird,83,290,373
7463,Mammal,7,98,105
7463,Reptile,6,53,59
7463,fw_fish,13,31,44
7465,Amphibian,2,32,34
7465,Bird,98,275,373
7465,Mammal,9,89,98
7465,Reptile,13,55,68
7465,fw_fish,22,45,67
7516,Amphibian,4,22,26
7516,Bird,26,290,316
7516,Mammal,5,100,105
7516,Reptile,3,56,59
7516,fw_fish,14,53,67
7517,Amphibian,4,22,26
7517,Bird,27,297,324
7517,Mammal,5,99,104
7517,Reptile,3,58,61
7517,fw_fish,14,54,68
7518,Amphibian,4,22,26
7518,Bird,27,298,325
7518,Mammal,4,102,106
7518,Reptile,3,56,59
7518,fw_fish,14,58,72
7522,Amphibian,1,36,37
7522,Bird,97,276,373
7522,Mammal,14,109,123
7522,Reptile,14,67,81
7522,fw_fish,10,93,103
7523,Amphibian,4,30,34
7523,Bird,59,332,391
7523,Bird,0,3,3
7523,Mammal,11,136,147
7523,fw_fish,23,58,81
7834,Amphibian,2,23,25
7834,Bird,36,318,354
7834,Mammal,3,95,98
7834,Reptile,4,55,59
7834,fw_fish,18,33,51
7838,Amphibian,3,34,37
7838,Bird,94,286,380
7838,Mammal,9,93,102
7838,Reptile,10,56,66
7838,fw_fish,19,43,62
7843,Amphibian,2,22,24
7843,Bird,77,294,371
7843,Mammal,5,93,98
7843,Reptile,7,56,63
7843,fw_fish,18,46,64
7844,Amphibian,2,30,32
7844,Bird,95,262,357
7844,Mammal,9,78,87
7844,Reptile,12,57,69
7844,fw_fish,21,42,63
7845,Amphibian,2,23,25
7845,Bird,77,289,366
7845,Mammal,6,81,87
7845,Reptile,7,52,59
7845,fw_fish,27,51,78
7846,Amphibian,2,20,22
7846,Bird,68,295,363
7846,Mammal,5,80,85
7846,Reptile,6,54,60
7846,fw_fish,27,51,78
7851,Amphibian,4,30,34
7851,Bird,97,260,357
7851,Mammal,13,81,94
7851,Reptile,15,61,76
7851,fw_fish,33,76,109
7852,Amphibian,3,23,26
7852,Bird,33,303,336
7852,Mammal,3,82,85
7852,Reptile,4,54,58
7852,fw_fish,18,37,55
7856,Amphibian,3,26,29
7856,Bird,31,319,350
7856,Mammal,4,95,99
7856,Reptile,4,53,57
7856,fw_fish,13,29,42
7860,Amphibian,3,25,28
7860,Bird,39,360,399
7860,Mammal,3,88,91
7860,Reptile,5,59,64
7860,fw_fish,17,29,46
7863,Amphibian,3,25,28
7863,Bird,34,322,356
7863,Mammal,5,99,104
7863,Reptile,4,60,64
7863,fw_fish,16,30,46
7864,Amphibian,4,25,29
7864,Bird,40,329,369
7864,Mammal,3,97,100
7864,Reptile,3,58,61
7864,fw_fish,12,19,31
7870,Amphibian,1,22,23
7870,Bird,40,303,343
7870,Mammal,6,72,78
7870,Reptile,5,36,41
7870,fw_fish,30,46,76
7872,Amphibian,1,16,17
7872,Bird,41,295,336
7872,Mammal,5,55,60
7872,Reptile,9,35,44
7872,fw_fish,17,26,43
7873,Amphibian,2,26,28
7873,Bird,66,405,471
7873,Mammal,8,110,118
7873,Reptile,6,56,62
7873,fw_fish,23,49,72
7874,Amphibian,3,23,26
7874,Bird,37,324,361
7874,Mammal,3,91,94
7874,Reptile,4,51,55
7874,fw_fish,11,16,27
7875,Amphibian,2,24,26
7875,Bird,37,343,380
7875,Mammal,2,79,81
7875,Reptile,5,52,57
7875,fw_fish,9,18,27
7957,Amphibian,2,23,25
7957,Bird,33,278,311
7957,Mammal,7,112,119
7957,Reptile,3,64,67
7957,fw_fish,18,53,71
8515,Amphibian,0,34,34
8515,Bird,72,316,388
8515,Mammal,11,126,137
8515,Reptile,2,58,60
8515,fw_fish,23,84,107
8516,Amphibian,0,39,39
8516,Bird,78,317,395
8516,Mammal,11,125,136
8516,Reptile,2,61,63
8516,fw_fish,20,74,94
8517,Amphibian,0,36,36
8517,Bird,76,320,396
8517,Mammal,10,128,138
8517,Reptile,0,55,55
8517,fw_fish,20,73,93
9024,Amphibian,0,4,4
9024,Bird,20,84,104
9024,Bird,0,1,1
9024,Mammal,11,25,36
9024,fw_fish,1,0,1
9033,Amphibian,0,2,2
9033,Bird,19,95,114
9033,Mammal,5,12,17
9033,Reptile,7,11,18
9033,fw_fish,0,2,2
9034,Amphibian,0,7,7
9034,Bird,36,236,272
9034,Mammal,7,52,59
9034,Reptile,6,14,20
9034,fw_fish,1,10,11
9170,Amphibian,1,44,45
9170,Bird,94,258,352
9170,Mammal,14,129,143
9170,Reptile,13,64,77
9170,fw_fish,16,68,84
9171,Amphibian,0,44,44
9171,Bird,94,295,389
9171,Mammal,10,118,128
9171,Reptile,9,61,70
9171,fw_fish,20,80,100
9176,Amphibian,3,58,61
9176,Bird,97,308,405
9176,Mammal,15,143,158
9176,Reptile,13,76,89
9176,fw_fish,17,81,98
9264,Amphibian,4,24,28
9264,Bird,34,317,351
9264,Mammal,6,95,101
9264,Reptile,6,52,58
9264,fw_fish,12,28,40
9265,Amphibian,4,21,25
9265,Bird,34,312,346
9265,Mammal,5,93,98
9265,Reptile,5,51,56
9265,fw_fish,11,28,39
9545,Amphibian,4,30,34
9545,Bird,59,331,390
9545,Bird,0,3,3
9545,Mammal,11,136,147
9545,fw_fish,23,58,81
10732,Amphibian,1,35,36
10732,Bird,73,320,393
10732,Mammal,10,126,136
10732,Reptile,1,57,58
10732,fw_fish,20,76,96
10733,Amphibian,0,24,24
10733,Bird,43,293,336
10733,Mammal,12,115,127
10733,Reptile,0,60,60
10733,fw_fish,15,92,107
10741,Amphibian,0,37,37
10741,Bird,85,268,353
10741,Mammal,8,111,119
10741,Reptile,7,56,63
10741,fw_fish,18,72,90
11596,Amphibian,3,25,28
11596,Bird,30,308,338
11596,Mammal,4,92,96
11596,Reptile,5,55,60
11596,fw_fish,14,33,47
11597,Amphibian,2,23,25
11597,Bird,67,344,411
11597,Mammal,9,93,102
11597,Reptile,11,65,76
11597,fw_fish,14,27,41
11599,Amphibian,1,23,24
11599,Bird,41,279,320
11599,Mammal,8,108,116
11599,Reptile,5,72,77
11599,fw_fish,37,75,112
11609,Amphibian,4,26,30
11609,Bird,33,274,307
11609,Mammal,8,98,106
11609,Reptile,3,54,57
11609,fw_fish,7,86,93
12201,Amphibian,3,21,24
12201,Bird,38,338,376
12201,Mammal,7,95,102
12201,Reptile,6,53,59
12201,fw_fish,17,34,51
13749,,0,0,0
13930,Amphibian,1,5,6
13930,Bird,40,270,310
13930,Mammal,6,38,44
13930,Reptile,8,27,35
13930,fw_fish,16,51,67
17367,Amphibian,0,3,3
17367,Bird,25,105,130
17367,Bird,0,2,2
17367,Mammal,12,37,49
17367,fw_fish,1,3,4
17727,Amphibian,3,16,19
17727,Bird,39,325,364
17727,Mammal,6,85,91
17727,Reptile,8,49,57
17727,fw_fish,14,24,38
19249,Amphibian,0,31,31
19249,Bird,83,293,376
19249,Mammal,5,102,107
19249,Reptile,2,53,55
19249,fw_fish,13,67,80
19277,Amphibian,1,23,24
19277,Bird,44,269,313
19277,Mammal,8,104,112
19277,Reptile,4,64,68
19277,fw_fish,27,65,92
20171,Amphibian,2,14,16
20171,Bird,41,309,350
20171,Mammal,6,55,61
20171,Reptile,7,32,39
20171,fw_fish,36,58,94
20174,Amphibian,1,39,40
20174,Bird,98,265,363
20174,Mammal,14,109,123
20174,Reptile,14,66,80
20174,fw_fish,11,84,95
20175,Amphibian,2,53,55
20175,Bird,95,299,394
20175,Mammal,15,138,153
20175,Reptile,13,75,88
20175,fw_fish,10,71,81
20177,Amphibian,0,41,41
20177,Bird,99,323,422
20177,Mammal,15,138,153
20177,Reptile,11,68,79
20177,fw_fish,20,79,99
20299,Amphibian,7,69,76
20299,Bird,124,388,512
20299,Mammal,16,129,145
20299,Reptile,20,73,93
20299,fw_fish,42,84,126
20975,Amphibian,4,23,27
20975,Bird,28,325,353
20975,Mammal,3,99,102
20975,Reptile,3,58,61
20975,fw_fish,20,44,64
20976,Amphibian,4,23,27
20976,Bird,30,302,332
20976,Mammal,5,101,106
20976,Reptile,2,61,63
20976,fw_fish,15,39,54
20978,Amphibian,2,22,24
20978,Bird,32,289,321
20978,Mammal,7,110,117
20978,Reptile,3,66,69
20978,fw_fish,13,41,54
26440,Amphibian,0,31,31
26440,Bird,68,298,366
26440,Mammal,11,119,130
26440,Reptile,6,82,88
26440,fw_fish,15,60,75
26441,Amphibian,4,22,26
26441,Bird,30,307,337
26441,Mammal,7,111,118
26441,Reptile,2,62,64
26441,fw_fish,15,31,46
26442,Amphibian,4,22,26
26442,Bird,27,315,342
26442,Mammal,4,100,104
26442,Reptile,2,60,62
26442,fw_fish,21,50,71
26443,Amphibian,4,23,27
26443,Bird,28,328,356
26443,Mammal,6,99,105
26443,Reptile,3,56,59
26443,fw_fish,29,54,83
26444,Amphibian,4,23,27
26444,Bird,28,320,348
26444,Mammal,6,97,103
26444,Reptile,3,56,59
26444,fw_fish,16,32,48
26446,Amphibian,4,27,31
26446,Bird,39,340,379
26446,Mammal,10,117,127
26446,Reptile,5,69,74
26446,fw_fish,28,64,92
26447,Amphibian,4,23,27
26447,Bird,28,320,348
26447,Mammal,6,96,102
26447,Reptile,3,56,59
26447,fw_fish,28,50,78
26448,Amphibian,4,23,27
26448,Bird,28,320,348
26448,Mammal,6,98,104
26448,Reptile,2,59,61
26448,fw_fish,17,33,50
26449,Amphibian,0,30,30
26449,Bird,72,298,370
26449,Mammal,11,133,144
26449,Reptile,6,80,86
26449,fw_fish,29,83,112
26450,Amphibian,0,32,32
26450,Bird,75,301,376
26450,Mammal,12,125,137
26450,Reptile,7,84,91
26450,fw_fish,15,59,74
26451,Amphibian,0,32,32
26451,Bird,75,298,373
26451,Mammal,12,123,135
26451,Reptile,7,84,91
26451,fw_fish,19,70,89
26452,Amphibian,0,33,33
26452,Bird,80,315,395
26452,Mammal,12,125,137
26452,Reptile,10,85,95
26452,fw_fish,19,70,89
26453,Amphibian,0,32,32
26453,Bird,89,300,389
26453,Mammal,11,116,127
26453,Reptile,12,73,85
26453,fw_fish,6,47,53
26454,Amphibian,0,32,32
26454,Bird,87,300,387
26454,Mammal,11,115,126
26454,Reptile,12,73,85
26454,fw_fish,7,51,58
26455,Amphibian,0,32,32
26455,Bird,87,300,387
26455,Mammal,11,117,128
26455,Reptile,12,73,85
26455,fw_fish,8,51,59
26456,Amphibian,0,32,32
26456,Bird,87,298,385
26456,Mammal,11,116,127
26456,Reptile,12,73,85
26456,fw_fish,7,51,58
26457,Amphibian,0,37,37
26457,Bird,91,261,352
26457,Mammal,15,124,139
26457,Reptile,9,62,71
26457,fw_fish,7,52,59
26458,Amphibian,1,37,38
26458,Bird,96,257,353
26458,Mammal,15,111,126
26458,Reptile,13,70,83
26458,fw_fish,14,73,87
26460,Amphibian,1,39,40
26460,Bird,100,290,390
26460,Mammal,15,113,128
26460,Reptile,13,74,87
26460,fw_fish,16,75,91
26462,Amphibian,1,21,22
26462,Bird,49,276,325
26462,Mammal,9,126,135
26462,Reptile,5,60,65
26462,fw_fish,19,39,58
26463,Amphibian,1,39,40
26463,Bird,97,284,381
26463,Mammal,15,113,128
26463,Reptile,12,74,86
26463,fw_fish,16,75,91
26501,Amphibian,4,23,27
26501,Bird,30,328,358
26501,Mammal,6,98,104
26501,Reptile,5,57,62
26501,fw_fish,26,48,74
26505,Amphibian,1,31,32
26505,Bird,43,297,340
26505,Mammal,10,124,134
26505,Reptile,10,85,95
26505,fw_fish,14,50,64
26506,Amphibian,1,27,28
26506,Bird,48,299,347
26506,Mammal,10,125,135
26506,Reptile,10,83,93
26506,fw_fish,15,54,69
26507,Amphibian,1,31,32
26507,Bird,45,310,355
26507,Mammal,10,126,136
26507,Reptile,10,85,95
26507,fw_fish,15,54,69
26509,Amphibian,0,32,32
26509,Bird,64,303,367
26509,Mammal,11,120,131
26509,Reptile,9,84,93
26509,fw_fish,16,65,81
26510,Amphibian,0,27,27
26510,Bird,52,301,353
26510,Mammal,10,126,136
26510,Reptile,10,82,92
26510,fw_fish,14,50,64
26511,Amphibian,0,33,33
26511,Bird,65,303,368
26511,Mammal,10,118,128
26511,Reptile,9,85,94
26511,fw_fish,16,65,81
26513,Amphibian,0,28,28
26513,Bird,66,302,368
26513,Mammal,10,121,131
26513,Reptile,6,85,91
26513,fw_fish,14,50,64
26514,Amphibian,0,30,30
26514,Bird,53,300,353
26514,Mammal,10,123,133
26514,Reptile,10,84,94
26514,fw_fish,14,50,64
26515,Amphibian,0,29,29
26515,Bird,57,309,366
26515,Mammal,9,124,133
26515,Reptile,10,86,96
26515,fw_fish,14,50,64
26516,Amphibian,0,27,27
26516,Bird,66,308,374
26516,Mammal,10,125,135
26516,Reptile,5,84,89
26516,fw_fish,29,82,111
26522,Amphibian,4,22,26
26522,Bird,31,294,325
26522,Mammal,5,82,87
26522,Reptile,4,52,56
26522,fw_fish,15,27,42
26524,Amphibian,4,22,26
26524,Bird,29,312,341
26524,Mammal,5,93,98
26524,Reptile,3,55,58
26524,fw_fish,16,29,45
26525,Amphibian,4,22,26
26525,Bird,31,290,321
26525,Mammal,5,84,89
26525,Reptile,4,56,60
26525,fw_fish,25,53,78
26526,Amphibian,4,21,25
26526,Bird,28,309,337
26526,Mammal,6,99,105
26526,Reptile,2,60,62
26526,fw_fish,18,35,53
26527,Amphibian,4,22,26
26527,Bird,30,290,320
26527,Mammal,5,88,93
26527,Reptile,4,56,60
26527,fw_fish,27,53,80
26528,Amphibian,4,22,26
26528,Bird,30,300,330
26528,Mammal,5,84,89
26528,Reptile,4,51,55
26528,fw_fish,16,29,45
26530,Amphibian,4,22,26
26530,Bird,31,289,320
26530,Mammal,5,85,90
26530,Reptile,5,52,57
26530,fw_fish,27,53,80
26531,Amphibian,4,22,26
26531,Bird,30,298,328
26531,Mammal,5,84,89
26531,Reptile,4,53,57
26531,fw_fish,15,27,42
26535,Amphibian,4,22,26
26535,Bird,30,303,333
26535,Mammal,5,83,88
26535,Reptile,4,52,56
26535,fw_fish,16,29,45
26536,Amphibian,4,22,26
26536,Bird,30,306,336
26536,Mammal,5,88,93
26536,Reptile,4,51,55
26536,fw_fish,17,30,47
26538,Amphibian,4,22,26
26538,Bird,28,309,337
26538,Mammal,5,94,99
26538,Reptile,3,55,58
26538,fw_fish,16,29,45
26543,Amphibian,4,22,26
26543,Bird,28,310,338
26543,Mammal,5,94,99
26543,Reptile,3,55,58
26543,fw_fish,17,30,47
26544,Amphibian,4,22,26
26544,Bird,30,328,358
26544,Mammal,6,98,104
26544,Reptile,5,56,61
26544,fw_fish,17,30,47
26546,Amphibian,4,22,26
26546,Bird,29,313,342
26546,Mammal,5,94,99
26546,Reptile,4,53,57
26546,fw_fish,16,29,45
26547,Amphibian,4,22,26
26547,Bird,30,306,336
26547,Mammal,5,88,93
26547,Reptile,4,51,55
26547,fw_fish,16,29,45
26551,Amphibian,4,22,26
26551,Bird,28,310,338
26551,Mammal,5,91,96
