wdpa_id,taxon_class,vulnerable_species,non_vulnerable_species,total_species
36730,Bird,32,291,323
36730,Mammal,3,79,82
36730,Reptile,4,49,53
36730,fw_fish,15,33,48
36731,Amphibian,3,21,24
36731,Bird,36,329,365
36731,Mammal,5,89,94
36731,Reptile,4,51,55
36731,fw_fish,18,32,50
36732,Amphibian,3,21,24
36732,Bird,37,331,368
36732,Mammal,4,88,92
36732,Reptile,4,51,55
36732,fw_fish,19,36,55
36733,Amphibian,4,23,27
36733,Bird,37,336,373
36733,Mammal,5,90,95
36733,Reptile,4,52,56
36733,fw_fish,20,36,56
36734,Amphibian,4,23,27
36734,Bird,37,337,374
36734,Mammal,5,89,94
36734,Reptile,4,52,56
36734,fw_fish,15,30,45
36735,Amphibian,4,23,27
36735,Bird,40,339,379
36735,Mammal,5,90,95
36735,Reptile,4,54,58
36735,fw_fish,15,30,45
36736,Amphibian,4,23,27
36736,Bird,39,341,380
36736,Mammal,5,92,97
36736,Reptile,6,56,62
36736,fw_fish,15,30,45
36737,Amphibian,4,23,27
36737,Bird,37,337,374
36737,Mammal,5,89,94
36737,Reptile,4,52,56
36737,fw_fish,15,30,45
36738,Amphibian,4,23,27
36738,Bird,39,336,375
36738,Mammal,5,90,95
36738,Reptile,4,54,58
36738,fw_fish,15,30,45
36739,Amphibian,3,22,25
36739,Bird,39,330,369
36739,Mammal,3,83,86
36739,Reptile,4,55,59
36739,fw_fish,15,30,45
36740,Amphibian,3,22,25
36740,Bird,38,319,357
36740,Mammal,3,83,86
36740,Reptile,4,54,58
36740,fw_fish,20,36,56
36741,Amphibian,3,22,25
36741,Bird,38,320,358
36741,Mammal,3,82,85
36741,Reptile,4,55,59
36741,fw_fish,20,36,56
36742,Amphibian,3,22,25
36742,Bird,37,312,349
36742,Mammal,3,81,84
36742,Reptile,4,52,56
36742,fw_fish,20,36,56
36743,Amphibian,3,23,26
36743,Bird,38,310,348
36743,Mammal,3,80,83
36743,Reptile,5,53,58
36743,fw_fish,20,35,55
36744,Amphibian,3,23,26
36744,Bird,37,307,344
36744,Mammal,3,82,85
36744,Reptile,5,53,58
36744,fw_fish,20,35,55
36745,Amphibian,3,23,26
36745,Bird,37,309,346
36745,Mammal,3,81,84
36745,Reptile,4,53,57
36745,fw_fish,15,30,45
36746,Amphibian,3,24,27
36746,Bird,42,318,360
36746,Mammal,3,83,86
36746,Reptile,6,56,62
36746,fw_fish,24,45,69
36747,Amphibian,3,20,23
36747,Bird,38,309,347
36747,Mammal,3,78,81
36747,Reptile,5,53,58
36747,fw_fish,20,35,55
36748,Amphibian,3,21,24
36748,Bird,39,301,340
36748,Mammal,3,78,81
36748,Reptile,5,54,59
36748,fw_fish,26,43,69
36749,Amphibian,3,21,24
36749,Bird,39,300,339
36749,Mammal,3,78,81
36749,Reptile,6,54,60
36749,fw_fish,22,39,61
36750,Amphibian,2,22,24
36750,Bird,33,311,344
36750,Mammal,5,87,92
36750,Reptile,4,56,60
36750,fw_fish,16,31,47
36751,Amphibian,3,22,25
36751,Bird,34,312,346
36751,Mammal,5,88,93
36751,Reptile,4,56,60
36751,fw_fish,16,31,47
36752,Amphibian,3,22,25
36752,Bird,34,316,350
36752,Mammal,5,89,94
36752,Reptile,4,55,59
36752,fw_fish,17,32,49
36753,Amphibian,3,21,24
36753,Bird,36,332,368
36753,Mammal,5,88,93
36753,Reptile,4,51,55
36753,fw_fish,19,42,61
36754,Amphibian,3,21,24
36754,Bird,36,332,368
36754,Mammal,5,90,95
36754,Reptile,4,50,54
36754,fw_fish,19,42,61
36755,Amphibian,4,21,25
36755,Bird,36,333,369
36755,Mammal,5,90,95
36755,Reptile,4,52,56
36755,fw_fish,19,42,61
36756,Amphibian,3,21,24
36756,Bird,36,317,353
36756,Mammal,4,87,91
36756,Reptile,4,55,59
36756,fw_fish,17,32,49
36757,Amphibian,3,20,23
36757,Bird,36,324,360
36757,Mammal,4,88,92
36757,Reptile,4,54,58
36757,fw_fish,19,42,61
36758,Amphibian,3,21,24
36758,Bird,37,329,366
36758,Mammal,3,89,92
36758,Reptile,4,53,57
36758,fw_fish,19,42,61
36759,Amphibian,2,22,24
36759,Bird,36,314,350
36759,Mammal,3,94,97
36759,Reptile,4,55,59
36759,fw_fish,18,33,51
36760,Amphibian,3,20,23
36760,Bird,35,316,351
36760,Mammal,3,87,90
36760,Reptile,4,55,59
36760,fw_fish,17,32,49
36761,Amphibian,2,22,24
36761,Bird,35,313,348
36761,Mammal,3,95,98
36761,Reptile,4,53,57
36761,fw_fish,18,33,51
36762,Amphibian,3,20,23
36762,Bird,36,317,353
36762,Mammal,3,86,89
36762,Reptile,4,54,58
36762,fw_fish,18,38,56
36763,Amphibian,3,20,23
36763,Bird,36,324,360
36763,Mammal,3,84,87
36763,Reptile,4,52,56
36763,fw_fish,18,32,50
36764,Amphibian,3,20,23
36764,Bird,37,318,355
36764,Mammal,3,90,93
36764,Reptile,4,55,59
36764,fw_fish,20,41,61
36765,Amphibian,3,20,23
36765,Bird,37,313,350
36765,Mammal,3,81,84
36765,Reptile,4,50,54
36765,fw_fish,18,32,50
36766,Amphibian,2,21,23
36766,Bird,38,304,342
36766,Mammal,3,91,94
36766,Reptile,3,54,57
36766,fw_fish,23,50,73
36767,Amphibian,3,20,23
36767,Bird,38,306,344
36767,Mammal,3,91,94
36767,Reptile,5,56,61
36767,fw_fish,22,48,70
36768,Amphibian,3,20,23
36768,Bird,38,317,355
36768,Mammal,3,92,95
36768,Reptile,5,55,60
36768,fw_fish,23,50,73
36769,Amphibian,3,19,22
36769,Bird,40,314,354
36769,Mammal,3,90,93
36769,Reptile,5,55,60
36769,fw_fish,20,41,61
36770,Amphibian,3,19,22
36770,Bird,38,310,348
36770,Mammal,3,83,86
36770,Reptile,4,54,58
36770,fw_fish,20,41,61
36771,Amphibian,3,19,22
36771,Bird,41,313,354
36771,Mammal,3,91,94
36771,Reptile,5,57,62
36771,fw_fish,24,50,74
36772,Amphibian,3,19,22
36772,Bird,37,308,345
36772,Mammal,3,81,84
36772,Reptile,5,54,59
36772,fw_fish,24,50,74
36773,Amphibian,2,21,23
36773,Bird,32,300,332
36773,Mammal,5,96,101
36773,Reptile,4,61,65
36773,fw_fish,18,32,50
36774,Amphibian,2,21,23
36774,Bird,31,300,331
36774,Mammal,5,97,102
36774,Reptile,4,60,64
36774,fw_fish,18,32,50
36775,Amphibian,2,22,24
36775,Bird,34,303,337
36775,Mammal,5,94,99
36775,Reptile,4,58,62
36775,fw_fish,19,32,51
36776,Amphibian,2,22,24
36776,Bird,34,309,343
36776,Mammal,5,92,97
36776,Reptile,4,59,63
36776,fw_fish,17,29,46
36777,Amphibian,2,22,24
36777,Bird,34,310,344
36777,Mammal,5,91,96
36777,Reptile,4,59,63
36777,fw_fish,17,29,46
36778,Amphibian,2,22,24
36778,Bird,33,309,342
36778,Mammal,5,91,96
36778,Reptile,4,57,61
36778,fw_fish,18,33,51
36779,Amphibian,2,22,24
36779,Bird,33,312,345
36779,Mammal,5,88,93
36779,Reptile,4,57,61
36779,fw_fish,19,34,53
36780,Amphibian,2,20,22
36780,Bird,33,292,325
36780,Mammal,4,94,98
36780,Reptile,4,61,65
36780,fw_fish,18,32,50
36782,Amphibian,2,22,24
36782,Bird,34,309,343
36782,Mammal,4,90,94
36782,Reptile,4,55,59
36782,fw_fish,18,34,52
36783,Amphibian,2,22,24
36783,Bird,34,286,320
36783,Mammal,3,97,100
36783,Reptile,4,55,59
36783,fw_fish,18,32,50
36784,Amphibian,2,22,24
36784,Bird,36,292,328
36784,Mammal,3,96,99
36784,Reptile,4,56,60
36784,fw_fish,18,33,51
36785,Amphibian,2,22,24
36785,Bird,36,299,335
36785,Mammal,3,97,100
36785,Reptile,4,56,60
36785,fw_fish,18,34,52
36786,Amphibian,2,22,24
36786,Bird,38,287,325
36786,Mammal,3,97,100
36786,Reptile,4,54,58
36786,fw_fish,18,32,50
36787,Amphibian,2,22,24
36787,Bird,36,289,325
36787,Mammal,3,96,99
36787,Reptile,4,54,58
36787,fw_fish,18,33,51
36788,Amphibian,2,23,25
36788,Bird,43,286,329
36788,Mammal,4,100,104
36788,Reptile,4,54,58
36788,fw_fish,39,73,112
36789,Amphibian,2,22,24
36789,Bird,38,287,325
36789,Mammal,3,98,101
36789,Reptile,4,54,58
36789,fw_fish,18,33,51
36790,Amphibian,2,23,25
36790,Bird,39,291,330
36790,Mammal,3,98,101
36790,Reptile,3,55,58
36790,fw_fish,18,33,51
36791,Amphibian,2,22,24
36791,Bird,37,291,328
36791,Mammal,3,96,99
36791,Reptile,3,56,59
36791,fw_fish,18,32,50
36792,Amphibian,2,21,23
36792,Bird,39,303,342
36792,Mammal,3,95,98
36792,Reptile,4,56,60
36792,fw_fish,19,34,53
36793,Amphibian,2,21,23
36793,Bird,33,284,317
36793,Mammal,5,97,102
36793,Reptile,3,59,62
36793,fw_fish,14,27,41
36795,Amphibian,2,21,23
36795,Bird,34,286,320
36795,Mammal,3,98,101
36795,Reptile,4,56,60
36795,fw_fish,18,32,50
36796,Amphibian,2,22,24
36796,Bird,34,278,312
36796,Mammal,4,96,100
36796,Reptile,6,55,61
36796,fw_fish,26,54,80
36797,Amphibian,2,23,25
36797,Bird,40,281,321
36797,Mammal,4,98,102
36797,Reptile,6,56,62
36797,fw_fish,26,54,80
36798,Amphibian,2,22,24
36798,Bird,34,281,315
36798,Mammal,4,97,101
36798,Reptile,5,55,60
36798,fw_fish,26,54,80
36799,Amphibian,2,22,24
36799,Bird,35,281,316
36799,Mammal,4,96,100
36799,Reptile,5,54,59
36799,fw_fish,33,68,101
36800,Amphibian,1,23,24
36800,Bird,41,279,320
36800,Mammal,8,108,116
36800,Reptile,5,72,77
36800,fw_fish,37,75,112
36801,Amphibian,1,24,25
36801,Bird,43,283,326
36801,Mammal,8,104,112
36801,Reptile,6,69,75
36801,fw_fish,35,66,101
36802,Amphibian,1,24,25
36802,Bird,32,276,308
36802,Mammal,5,93,98
36802,Reptile,6,60,66
36802,fw_fish,35,66,101
36803,Amphibian,1,24,25
36803,Bird,32,274,306
36803,Mammal,4,94,98
36803,Reptile,6,61,67
36803,fw_fish,35,66,101
36804,Amphibian,1,24,25
36804,Bird,34,276,310
36804,Mammal,4,102,106
36804,Reptile,6,58,64
36804,fw_fish,35,66,101
36805,Amphibian,2,24,26
36805,Bird,45,283,328
36805,Mammal,4,99,103
36805,Reptile,6,57,63
36805,fw_fish,26,54,80
36806,Amphibian,1,24,25
36806,Bird,42,282,324
36806,Mammal,6,105,111
36806,Reptile,7,64,71
36806,fw_fish,35,66,101
36807,Amphibian,1,25,26
36807,Bird,49,292,341
36807,Mammal,7,106,113
36807,Reptile,7,65,72
36807,fw_fish,35,66,101
36808,Amphibian,1,25,26
36808,Bird,50,292,342
36808,Mammal,5,103,108
36808,Reptile,6,60,66
36808,fw_fish,26,54,80
36809,Amphibian,1,26,27
36809,Bird,49,279,328
36809,Mammal,7,102,109
36809,Reptile,7,63,70
36809,fw_fish,35,66,101
36810,Amphibian,1,25,26
36810,Bird,43,280,323
36810,Mammal,7,102,109
36810,Reptile,7,62,69
36810,fw_fish,35,66,101
36811,Amphibian,1,30,31
36811,Bird,58,296,354
36811,Mammal,6,107,113
36811,Reptile,8,64,72
36811,fw_fish,35,66,101
36812,Amphibian,1,30,31
36812,Bird,55,292,347
36812,Mammal,7,106,113
36812,Reptile,7,63,70
36812,fw_fish,35,66,101
36813,Amphibian,1,30,31
36813,Bird,68,300,368
36813,Mammal,8,103,111
36813,Reptile,7,62,69
36813,fw_fish,28,56,84
36814,Amphibian,1,30,31
36814,Bird,65,301,366
36814,Mammal,8,105,113
36814,Reptile,7,62,69
36814,fw_fish,28,56,84
36815,Amphibian,1,25,26
36815,Bird,54,285,339
36815,Mammal,5,101,106
36815,Reptile,6,58,64
36815,fw_fish,26,54,80
36816,Amphibian,0,27,27
36816,Bird,63,294,357
36816,Mammal,6,106,112
36816,Reptile,7,64,71
36816,fw_fish,37,69,106
36817,Amphibian,0,33,33
36817,Bird,80,314,394
36817,Mammal,9,102,111
36817,Reptile,7,65,72
36817,fw_fish,28,57,85
36818,Amphibian,1,33,34
36818,Bird,83,310,393
36818,Mammal,9,101,110
36818,Reptile,8,64,72
36818,fw_fish,28,58,86
36819,Amphibian,1,33,34
36819,Bird,83,305,388
36819,Mammal,9,101,110
36819,Reptile,8,61,69
36819,fw_fish,28,58,86
36820,Amphibian,3,35,38
36820,Bird,95,311,406
36820,Mammal,10,105,115
36820,Reptile,10,63,73
36820,fw_fish,28,58,86
36822,Amphibian,1,25,26
36822,Bird,51,279,330
36822,Mammal,5,100,105
36822,Reptile,6,57,63
36822,fw_fish,33,69,102
36823,Amphibian,2,23,25
36823,Bird,52,279,331
36823,Mammal,4,95,99
36823,Reptile,5,53,58
36823,fw_fish,33,69,102
36824,Amphibian,2,21,23
36824,Bird,50,279,329
36824,Mammal,4,95,99
36824,Reptile,4,54,58
36824,fw_fish,7,17,24
36826,Amphibian,1,24,25
36826,Bird,62,281,343
36826,Mammal,4,95,99
36826,Reptile,6,51,57
36826,fw_fish,8,20,28
36827,Amphibian,2,23,25
36827,Bird,58,279,337
36827,Mammal,4,97,101
36827,Reptile,5,51,56
36827,fw_fish,8,20,28
36828,Amphibian,1,24,25
36828,Bird,58,273,331
36828,Mammal,5,93,98
36828,Reptile,5,52,57
36828,fw_fish,19,41,60
36829,Amphibian,1,23,24
36829,Bird,56,272,328
36829,Mammal,5,94,99
36829,Reptile,5,52,57
36829,fw_fish,19,41,60
36830,Amphibian,1,24,25
36830,Bird,58,274,332
36830,Mammal,5,94,99
36830,Reptile,5,53,58
36830,fw_fish,19,41,60
36831,Amphibian,1,26,27
36831,Bird,61,275,336
36831,Mammal,5,94,99
36831,Reptile,5,53,58
36831,fw_fish,19,41,60
36832,Amphibian,1,27,28
36832,Bird,67,284,351
36832,Mammal,6,93,99
36832,Reptile,6,53,59
36832,fw_fish,29,59,88
36833,Amphibian,1,30,31
36833,Bird,66,286,352
36833,Mammal,7,95,102
36833,Reptile,6,53,59
36833,fw_fish,28,58,86
36834,Amphibian,1,29,30
36834,Bird,73,286,359
36834,Mammal,7,95,102
36834,Reptile,8,54,62
36834,fw_fish,19,41,60
36835,Amphibian,2,24,26
36835,Bird,57,277,334
36835,Mammal,4,97,101
36835,Reptile,5,53,58
36835,fw_fish,7,17,24
36836,Amphibian,1,23,24
36836,Bird,64,274,338
36836,Mammal,4,95,99
36836,Reptile,5,52,57
36836,fw_fish,7,17,24
36837,Amphibian,1,22,23
36837,Bird,64,275,339
36837,Mammal,4,96,100
36837,Reptile,5,52,57
36837,fw_fish,7,17,24
36838,Amphibian,1,22,23
36838,Bird,68,274,342
36838,Mammal,4,93,97
36838,Reptile,5,51,56
36838,fw_fish,12,31,43
36840,Amphibian,1,28,29
36840,Bird,85,282,367
36840,Mammal,8,91,99
36840,Reptile,9,50,59
36840,fw_fish,8,20,28
36841,Amphibian,1,28,29
36841,Bird,85,282,367
36841,Mammal,8,90,98
36841,Reptile,8,53,61
36841,fw_fish,8,20,28
36842,Amphibian,2,31,33
36842,Bird,88,282,370
36842,Mammal,9,90,99
36842,Reptile,10,53,63
36842,fw_fish,19,41,60
36843,Amphibian,2,21,23
36843,Bird,54,277,331
36843,Mammal,4,99,103
36843,Reptile,5,53,58
36843,fw_fish,7,17,24
36844,Amphibian,3,19,22
36844,Bird,41,307,348
36844,Mammal,3,91,94
36844,Reptile,5,57,62
36844,fw_fish,22,48,70
36845,Amphibian,3,19,22
36845,Bird,38,307,345
36845,Mammal,3,89,92
36845,Reptile,5,55,60
36845,fw_fish,23,50,73
36846,Amphibian,3,19,22
36846,Bird,44,304,348
36846,Mammal,3,92,95
36846,Reptile,5,57,62
36846,fw_fish,22,48,70
36847,Amphibian,3,20,23
36847,Bird,47,296,343
36847,Mammal,3,86,89
36847,Reptile,5,54,59
36847,fw_fish,22,50,72
36848,Amphibian,3,19,22
36848,Bird,46,288,334
36848,Mammal,4,88,92
36848,Reptile,5,52,57
36848,fw_fish,20,44,64
36849,Amphibian,3,19,22
36849,Bird,47,285,332
36849,Mammal,4,88,92
36849,Reptile,5,51,56
36849,fw_fish,20,44,64
36850,Amphibian,3,19,22
36850,Bird,47,288,335
36850,Mammal,4,88,92
36850,Reptile,5,52,57
36850,fw_fish,21,47,68
36851,Amphibian,3,19,22
36851,Bird,40,310,350
36851,Mammal,3,87,90
36851,Reptile,5,56,61
36851,fw_fish,24,50,74
36852,Amphibian,3,19,22
36852,Bird,43,304,347
36852,Mammal,3,88,91
36852,Reptile,5,57,62
36852,fw_fish,24,50,74
36853,Amphibian,3,19,22
36853,Bird,44,299,343
36853,Mammal,3,84,87
36853,Reptile,5,53,58
36853,fw_fish,24,52,76
36854,Amphibian,3,19,22
36854,Bird,40,302,342
36854,Mammal,3,81,84
36854,Reptile,5,57,62
36854,fw_fish,21,41,62
36855,Amphibian,3,19,22
36855,Bird,36,305,341
36855,Mammal,3,77,80
36855,Reptile,5,55,60
36855,fw_fish,21,41,62
36856,Amphibian,3,20,23
36856,Bird,41,298,339
36856,Mammal,3,82,85
36856,Reptile,5,57,62
36856,fw_fish,30,56,86
36857,Amphibian,3,20,23
36857,Bird,39,299,338
36857,Mammal,3,83,86
36857,Reptile,5,53,58
36857,fw_fish,27,51,78
36858,Amphibian,3,19,22
36858,Bird,40,300,340
36858,Mammal,3,81,84
36858,Reptile,5,52,57
36858,fw_fish,27,51,78
36859,Amphibian,3,21,24
36859,Bird,50,295,345
36859,Mammal,4,84,88
36859,Reptile,5,54,59
36859,fw_fish,27,51,78
36860,Amphibian,3,21,24
36860,Bird,66,307,373
36860,Mammal,4,86,90
36860,Reptile,6,56,62
36860,fw_fish,27,51,78
36862,Amphibian,3,21,24
36862,Bird,69,305,374
36862,Mammal,5,86,91
36862,Reptile,6,54,60
36862,fw_fish,27,54,81
36863,Amphibian,3,21,24
36863,Bird,45,301,346
36863,Mammal,3,83,86
36863,Reptile,5,52,57
36863,fw_fish,27,51,78
36864,Amphibian,3,22,25
36864,Bird,61,283,344
36864,Mammal,4,85,89
36864,Reptile,5,53,58
36864,fw_fish,18,46,64
36865,Amphibian,2,22,24
36865,Bird,68,276,344
36865,Mammal,4,85,89
36865,Reptile,5,54,59
36865,fw_fish,18,46,64
36866,Amphibian,2,22,24
36866,Bird,67,278,345
36866,Mammal,4,83,87
36866,Reptile,5,54,59
36866,fw_fish,18,46,64
36867,Amphibian,2,22,24
36867,Bird,77,294,371
36867,Mammal,5,93,98
36867,Reptile,7,56,63
36867,fw_fish,18,46,64
36868,Amphibian,3,20,23
36868,Bird,40,293,333
36868,Mammal,3,81,84
36868,Reptile,5,53,58
36868,fw_fish,27,54,81
36869,Amphibian,3,20,23
36869,Bird,37,303,340
36869,Mammal,3,74,77
36869,Reptile,5,54,59
36869,fw_fish,18,33,51
36870,Amphibian,3,21,24
36870,Bird,38,297,335
36870,Mammal,3,75,78
36870,Reptile,5,54,59
36870,fw_fish,20,35,55
36871,Amphibian,3,20,23
36871,Bird,38,296,334
36871,Mammal,3,76,79
36871,Reptile,5,54,59
36871,fw_fish,22,39,61
36872,Amphibian,3,20,23
36872,Bird,38,293,331
36872,Mammal,3,76,79
36872,Reptile,5,55,60
36872,fw_fish,26,43,69
36873,Amphibian,3,21,24
36873,Bird,35,292,327
36873,Mammal,3,77,80
36873,Reptile,5,55,60
36873,fw_fish,20,35,55
36874,Amphibian,3,19,22
36874,Bird,37,287,324
36874,Mammal,3,72,75
36874,Reptile,5,55,60
36874,fw_fish,22,39,61
36875,Amphibian,3,20,23
36875,Bird,36,283,319
36875,Mammal,3,73,76
36875,Reptile,5,54,59
36875,fw_fish,22,39,61
36876,Amphibian,3,20,23
36876,Bird,37,285,322
36876,Mammal,3,72,75
36876,Reptile,5,54,59
36876,fw_fish,22,39,61
36877,Amphibian,3,20,23
36877,Bird,36,290,326
36877,Mammal,3,73,76
36877,Reptile,5,53,58
36877,fw_fish,22,41,63
36878,Amphibian,3,20,23
36878,Bird,43,295,338
36878,Mammal,3,78,81
36878,Reptile,5,52,57
36878,fw_fish,12,35,47
36879,Amphibian,3,20,23
36879,Bird,37,286,323
36879,Mammal,3,78,81
36879,Reptile,5,52,57
36879,fw_fish,12,35,47
36880,Amphibian,3,20,23
36880,Bird,36,286,322
36880,Mammal,3,76,79
36880,Reptile,5,51,56
36880,fw_fish,12,35,47
36881,Amphibian,3,20,23
36881,Bird,36,283,319
36881,Mammal,3,76,79
36881,Reptile,5,51,56
36881,fw_fish,12,35,47
36882,Amphibian,3,20,23
36882,Bird,38,282,320
36882,Mammal,3,73,76
36882,Reptile,5,51,56
36882,fw_fish,12,35,47
36883,Amphibian,3,21,24
36883,Bird,37,280,317
36883,Mammal,3,73,76
36883,Reptile,5,51,56
36883,fw_fish,12,35,47
36884,Amphibian,3,20,23
36884,Bird,39,277,316
36884,Mammal,3,70,73
36884,Reptile,5,51,56
36884,fw_fish,30,60,90
36885,Amphibian,3,20,23
36885,Bird,39,276,315
36885,Mammal,3,69,72
36885,Reptile,5,49,54
36885,fw_fish,25,55,80
36886,Amphibian,3,20,23
36886,Bird,37,279,316
36886,Mammal,3,72,75
36886,Reptile,5,54,59
36886,fw_fish,30,62,92
36887,Amphibian,3,22,25
36887,Bird,39,280,319
36887,Mammal,3,69,72
36887,Reptile,5,51,56
36887,fw_fish,12,35,47
36888,Amphibian,3,22,25
36888,Bird,39,280,319
36888,Mammal,3,69,72
36888,Reptile,5,51,56
36888,fw_fish,12,35,47
36889,Amphibian,3,20,23
36889,Bird,36,286,322
36889,Mammal,3,71,74
36889,Reptile,5,52,57
36889,fw_fish,16,31,47
36890,Amphibian,3,21,24
36890,Bird,32,283,315
36890,Mammal,3,72,75
36890,Reptile,6,52,58
36890,fw_fish,16,36,52
36891,Amphibian,3,21,24
36891,Bird,34,284,318
36891,Mammal,3,76,79
36891,Reptile,5,53,58
36891,fw_fish,17,36,53
36892,Amphibian,3,21,24
36892,Bird,34,286,320
36892,Mammal,4,74,78
36892,Reptile,6,50,56
36892,fw_fish,14,30,44
36893,Amphibian,2,19,21
36893,Bird,36,286,322
36893,Mammal,3,72,75
36893,Reptile,6,48,54
36893,fw_fish,14,30,44
36894,Amphibian,3,20,23
36894,Bird,37,280,317
36894,Mammal,3,70,73
36894,Reptile,5,54,59
36894,fw_fish,16,31,47
36895,Amphibian,3,20,23
36895,Bird,39,278,317
36895,Mammal,3,71,74
36895,Reptile,5,53,58
36895,fw_fish,16,31,47
36896,Amphibian,3,20,23
36896,Bird,40,274,314
36896,Mammal,3,67,70
36896,Reptile,5,52,57
36896,fw_fish,16,31,47
36897,Amphibian,3,21,24
36897,Bird,44,284,328
36897,Mammal,3,65,68
36897,Reptile,6,52,58
36897,fw_fish,16,31,47
36898,Amphibian,3,19,22
36898,Bird,42,289,331
36898,Mammal,3,69,72
36898,Reptile,7,52,59
36898,fw_fish,20,38,58
36899,Amphibian,2,18,20
36899,Bird,60,310,370
36899,Mammal,7,77,84
36899,Reptile,5,52,57
36899,fw_fish,14,30,44
36900,Amphibian,2,18,20
36900,Bird,57,315,372
36900,Mammal,7,83,90
36900,Reptile,6,52,58
36900,fw_fish,14,30,44
36901,Amphibian,2,20,22
36901,Bird,32,290,322
36901,Mammal,5,82,87
36901,Reptile,4,45,49
36901,fw_fish,14,30,44
36902,Amphibian,2,18,20
36902,Bird,55,317,372
36902,Mammal,7,84,91
36902,Reptile,5,50,55
36902,fw_fish,14,30,44
36903,Amphibian,2,18,20
36903,Bird,53,328,381
36903,Mammal,6,86,92
36903,Reptile,5,47,52
36903,fw_fish,15,30,45
36904,Amphibian,2,18,20
36904,Bird,55,331,386
36904,Mammal,6,88,94
36904,Reptile,5,46,51
36904,fw_fish,15,30,45
36907,Amphibian,2,18,20
36907,Bird,53,319,372
36907,Mammal,7,89,96
36907,Reptile,5,45,50
36907,fw_fish,17,34,51
36908,Amphibian,1,19,20
36908,Bird,53,326,379
36908,Mammal,7,86,93
36908,Reptile,6,43,49
36908,fw_fish,14,30,44
36909,Amphibian,1,19,20
36909,Bird,51,326,377
36909,Mammal,8,86,94
36909,Reptile,6,41,47
36909,fw_fish,14,30,44
36910,Amphibian,1,18,19
36910,Bird,53,330,383
36910,Mammal,7,86,93
36910,Reptile,5,45,50
36910,fw_fish,16,32,48
36911,Amphibian,1,19,20
36911,Bird,52,329,381
36911,Mammal,8,88,96
36911,Reptile,5,44,49
36911,fw_fish,14,30,44
36912,Amphibian,1,21,22
36912,Bird,50,321,371
36912,Mammal,8,86,94
36912,Reptile,7,44,51
36912,fw_fish,14,30,44
36913,Amphibian,1,22,23
36913,Bird,44,315,359
36913,Mammal,9,87,96
36913,Reptile,7,43,50
36913,fw_fish,14,30,44
36914,Amphibian,3,22,25
36914,Bird,42,279,321
36914,Mammal,3,69,72
36914,Reptile,5,54,59
36914,fw_fish,12,35,47
36915,Amphibian,3,22,25
36915,Bird,46,283,329
36915,Mammal,4,69,73
36915,Reptile,5,53,58
36915,fw_fish,12,35,47
36916,Amphibian,3,21,24
36916,Bird,49,285,334
36916,Mammal,4,69,73
36916,Reptile,6,55,61
36916,fw_fish,16,31,47
36917,Amphibian,3,20,23
36917,Bird,51,285,336
36917,Mammal,4,78,82
36917,Reptile,6,55,61
36917,fw_fish,16,31,47
36919,Amphibian,1,26,27
36919,Bird,100,315,415
36919,Mammal,12,92,104
36919,Reptile,13,62,75
36919,fw_fish,17,37,54
36921,Amphibian,2,21,23
36921,Bird,68,280,348
36921,Mammal,6,71,77
36921,Reptile,6,48,54
36921,fw_fish,17,42,59
36922,Amphibian,3,22,25
36922,Bird,67,278,345
36922,Mammal,6,71,77
36922,Reptile,6,48,54
36922,fw_fish,14,41,55
36923,Amphibian,2,22,24
36923,Bird,72,267,339
36923,Mammal,7,71,78
36923,Reptile,6,49,55
36923,fw_fish,14,41,55
36924,Amphibian,2,22,24
36924,Bird,72,265,337
36924,Mammal,7,74,81
36924,Reptile,6,49,55
36924,fw_fish,14,41,55
36925,Amphibian,2,23,25
36925,Bird,77,265,342
36925,Mammal,8,70,78
36925,Reptile,9,48,57
36925,fw_fish,12,35,47
36926,Amphibian,3,23,26
36926,Bird,49,289,338
36926,Mammal,4,70,74
36926,Reptile,5,54,59
36926,fw_fish,12,35,47
36927,Amphibian,3,22,25
36927,Bird,44,286,330
36927,Mammal,3,70,73
36927,Reptile,5,51,56
36927,fw_fish,12,35,47
36928,Amphibian,2,25,27
36928,Bird,81,281,362
36928,Mammal,7,89,96
36928,Reptile,6,54,60
36928,fw_fish,18,49,67
36929,Amphibian,2,23,25
36929,Bird,79,278,357
36929,Mammal,5,88,93
36929,Reptile,6,53,59
36929,fw_fish,18,46,64
36930,Amphibian,2,22,24
36930,Bird,80,267,347
36930,Mammal,5,85,90
36930,Reptile,7,52,59
36930,fw_fish,18,46,64
36931,Amphibian,2,21,23
36931,Bird,79,268,347
36931,Mammal,5,87,92
36931,Reptile,7,51,58
36931,fw_fish,18,46,64
36933,Amphibian,2,23,25
36933,Bird,80,276,356
36933,Mammal,5,86,91
36933,Reptile,7,52,59
36933,fw_fish,18,46,64
36934,Amphibian,2,23,25
36934,Bird,77,289,366
36934,Mammal,6,81,87
36934,Reptile,7,52,59
36934,fw_fish,27,51,78
36935,Amphibian,3,20,23
36935,Bird,62,278,340
36935,Mammal,5,77,82
36935,Reptile,6,53,59
36935,fw_fish,15,40,55
36936,Amphibian,2,27,29
36936,Bird,85,255,340
36936,Mammal,7,81,88
36936,Reptile,9,51,60
36936,fw_fish,20,40,60
36937,Amphibian,2,25,27
36937,Bird,85,254,339
36937,Mammal,8,80,88
36937,Reptile,10,51,61
